n	k	d	fom	l	m	A	B	wt	fam	C	D
828	108	210	5752.1739	46	9	x^0*y^0+x^0*y^8+x^9*y^0+x^9*y^8	x^0*y^0+x^0*y^7+x^18*y^0+x^18*y^7	8	css		
756	108	192	5266.2857	7	54	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	x^0*y^0+x^0*y^2+x^1*y^2+x^2*y^0	8	css		
864	108	204	5202.0000	54	8	x^0*y^0+x^0*y^1+x^30*y^0+x^30*y^2	x^0*y^0+x^0*y^3+x^6*y^0+x^6*y^4	8	css		
900	108	207	5141.8800	10	45	x^0*y^0+x^0*y^41+x^3*y^0+x^3*y^41	x^0*y^0+x^0*y^37+x^6*y^0+x^6*y^37	8	css		
752	108	184	4862.2979	8	47	x^0*y^0+x^0*y^5+x^1*y^0+x^1*y^5	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
784	108	186	4765.7755	28	14	x^0*y^0+x^0*y^9+x^22*y^0+x^22*y^9	x^0*y^0+x^0*y^4+x^16*y^0+x^16*y^4	8	css		
748	108	180	4678.0749	22	17	x^0*y^0+x^0*y^2+x^12*y^0+x^12*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
780	108	183	4636.9385	26	15	x^0*y^0+x^0*y^14+x^20*y^0+x^20*y^14	x^0*y^0+x^0*y^13+x^14*y^0+x^14*y^13	8	css		
684	108	170	4563.1579	9	38	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12	8	css		
768	108	178	4455.5625	12	32	x^0*y^0+x^0*y^6+x^5*y^0+x^5*y^6	x^0*y^0+x^0*y^12+x^10*y^0+x^10*y^12	8	css		
720	108	172	4437.6000	18	20	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^2	x^0*y^0+x^0*y^4+x^8*y^0+x^8*y^4	8	css		
672	108	165	4375.4464	7	48	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	8	css		
588	108	154	4356.0000	7	42	x^0*y^0+x^0*y^38+x^3*y^0+x^3*y^38	x^0*y^0+x^0*y^34+x^6*y^0+x^6*y^34	8	css		
640	108	156	4106.7000	8	40	x^0*y^0+x^0*y^22+x^3*y^0+x^3*y^22	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
460	108	129	3907.0174	46	5	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	x^0*y^0+x^0*y^4+x^32*y^0+x^32*y^4	8	css		
500	108	133	3820.8240	5	50	x^0*y^0+x^0*y^33+x^1*y^0+x^1*y^33	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
528	108	135	3727.8409	44	6	x^0*y^0+x^0*y^5+x^18*y^0+x^18*y^5	x^0*y^0+x^0*y^4+x^36*y^0+x^36*y^4	8	css		
540	108	133	3537.8000	10	27	x^0*y^0+x^0*y^12+x^9*y^0+x^9*y^12	x^0*y^0+x^0*y^24+x^8*y^0+x^8*y^24	8	css		
504	108	125	3348.2143	36	7	x^0*y^0+x^0*y^6+x^33*y^0+x^33*y^6	x^0*y^0+x^0*y^5+x^30*y^0+x^30*y^5	8	css		
420	108	114	3341.8286	14	15	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	8	css		
408	108	112	3320.4706	51	4	x^0*y^0+x^0*y^3+x^29*y^0+x^29*y^3	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	8	css		
384	108	107	3220.0312	4	48	x^0*y^0+x^0*y^22+x^1*y^0+x^1*y^22	x^0*y^0+x^0*y^44+x^2*y^0+x^2*y^44	8	css		
468	108	117	3159.0000	13	18	x^0*y^0+x^0*y^3+x^8*y^0+x^8*y^3	x^0*y^0+x^0*y^6+x^3*y^0+x^3*y^6	8	css		
312	108	95	3124.0385	52	3	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
360	108	102	3121.2000	12	15	x^0*y^0+x^0*y^4+x^3*y^0+x^3*y^4	x^0*y^0+x^0*y^8+x^6*y^0+x^6*y^8	8	css		
300	108	89	2851.5600	50	3	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	8	css		
288	108	86	2773.5000	3	48	x^0*y^0+x^0*y^45+x^2*y^0+x^2*y^45	x^0*y^0+x^0*y^42+x^1*y^0+x^1*y^42	8	css		
252	108	78	2607.4286	42	3	x^0*y^0+x^0*y^2+x^24*y^0+x^24*y^2	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1	8	css		
432	108	96	2304.0000	54	4	x^0*y^0+x^0*y^2+x^39*y^0+x^39*y^3		4	css		
208	108	66	2261.7692	4	26	x^0*y^0+x^0*y^9+x^2*y^0+x^2*y^9		4	css		
212	108	66	2219.0943	2	53	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8		4	css		
192	108	62	2162.2500	2	48	x^0*y^0+x^0*y^30+x^1*y^0+x^1*y^30		4	css		
180	108	60	2160.0000	2	45	x^0*y^0+x^0*y^36+x^1*y^0+x^1*y^36		4	css		
204	108	59	1842.8824	6	17	x^0*y^0+x^0*y^12+x^3*y^0+x^3*y^12		4	css		
946	106	227	5773.8626	43	11	x^0*y^0+x^0*y^8+x^23*y^0+x^23*y^8	x^0*y^0+x^0*y^5+x^3*y^0+x^3*y^5	8	css		
848	106	208	5408.0000	8	53	x^0*y^0+x^6*y^0+x^6*y^50+x^7*y^50	x^0*y^0+x^0*y^47+x^4*y^47+x^5*y^0	8	css		
810	106	197	5078.7086	45	9	x^0*y^0+x^0*y^5+x^44*y^0+x^44*y^5	x^0*y^0+x^0*y^1+x^43*y^0+x^43*y^1	8	css		
658	106	170	4655.6231	47	7	x^0*y^0+x^0*y^3+x^32*y^0+x^32*y^3	x^0*y^0+x^0*y^6+x^17*y^0+x^17*y^6	8	css		
736	106	174	4360.4022	46	8	x^0*y^0+x^0*y^3+x^21*y^0+x^21*y^3	x^0*y^0+x^0*y^6+x^42*y^0+x^42*y^6	8	css		
490	106	134	3884.3592	49	5	x^0*y^0+x^0*y^3+x^17*y^0+x^17*y^3	x^0*y^0+x^0*y^1+x^34*y^0+x^34*y^1	8	css		
424	106	114	3249.0000	53	4	x^0*y^0+x^0*y^3+x^4*y^0+x^4*y^3	x^0*y^1+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
400	106	109	3148.4650	4	50	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21	x^0*y^0+x^0*y^42+x^2*y^0+x^2*y^42	8	css		
306	106	91	2868.5817	51	3	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	8	css		
318	106	91	2760.3333	3	53	x^0*y^0+x^0*y^47+x^2*y^0+x^2*y^47	x^0*y^0+x^0*y^41+x^1*y^41+x^2*y^0	8	css		
208	106	62	1958.9615	2	52	x^0*y^0+x^0*y^31+x^1*y^0+x^1*y^31		4	css		
924	104	218	5349.0216	42	11	x^0*y^0+x^0*y^1+x^37*y^0+x^37*y^1	x^0*y^0+x^0*y^2+x^32*y^0+x^32*y^2	8	css		
984	104	221	5162.0569	41	12	x^0*y^0+x^0*y^11+x^19*y^0+x^19*y^11	x^0*y^0+x^0*y^10+x^38*y^0+x^38*y^10	8	css		
792	104	197	5096.1313	9	44	x^0*y^0+x^0*y^25+x^2*y^0+x^2*y^25	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6	8	css		
860	104	197	4693.1814	10	43	x^0*y^0+x^0*y^25+x^3*y^0+x^3*y^25	x^0*y^0+x^0*y^7+x^6*y^0+x^6*y^7	8	css		
644	104	166	4450.0373	7	46	x^0*y^0+x^0*y^43+x^2*y^0+x^2*y^43	x^0*y^0+x^0*y^40+x^4*y^0+x^4*y^40	8	css		
728	104	176	4425.1429	28	13	x^0*y^0+x^0*y^8+x^22*y^0+x^22*y^8	x^0*y^0+x^0*y^3+x^16*y^0+x^16*y^3	8	css		
704	104	170	4269.3182	11	32	x^0*y^0+x^0*y^26+x^8*y^0+x^8*y^26	x^0*y^0+x^0*y^20+x^5*y^0+x^5*y^20	8	css		
234	104	98	4268.4444	3	39	x^0*y^0+x^0*y^13+x^0*y^26	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
720	104	171	4223.7000	24	15	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	x^0*y^0+x^0*y^8+x^20*y^0+x^20*y^8	8	css		
680	104	166	4214.4471	34	10	x^0*y^0+x^0*y^3+x^26*y^0+x^26*y^3	x^0*y^0+x^0*y^6+x^18*y^0+x^18*y^6	8	css		
702	104	166	4082.3704	39	9	x^0*y^0+x^0*y^5+x^0*y^7	x^0*y^0+x^13*y^0+x^26*y^0	6	css		
648	104	159	4057.4444	18	18	x^0*y^0+x^0*y^8+x^17*y^0+x^17*y^8	x^0*y^0+x^0*y^16+x^16*y^0+x^16*y^16	8	css		
560	104	145	3904.6429	20	14	x^0*y^0+x^0*y^6+x^11*y^0+x^11*y^6	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12	8	css		
564	104	144	3823.6596	6	47	x^0*y^0+x^0*y^21+x^5*y^0+x^5*y^21	x^0*y^0+x^0*y^42+x^4*y^0+x^4*y^42	8	css		
608	104	149	3797.5395	19	16	x^0*y^0+x^0*y^6+x^17*y^0+x^17*y^6	x^0*y^0+x^0*y^12+x^15*y^0+x^15*y^12	8	css		
480	104	129	3605.5500	5	48	x^0*y^0+x^0*y^19+x^2*y^0+x^2*y^19	x^0*y^0+x^0*y^38+x^4*y^0+x^4*y^38	8	css		
504	104	132	3595.4286	42	6	x^0*y^0+x^0*y^5+x^10*y^0+x^10*y^5	x^0*y^0+x^0*y^4+x^20*y^0+x^20*y^4	8	css		
520	104	134	3591.2000	5	52	x^0*y^0+x^0*y^29+x^1*y^0+x^1*y^29	x^0*y^6+x^2*y^0+x^2*y^6+x^4*y^0	8	css		
440	104	121	3460.6000	5	44	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	x^0*y^0+x^0*y^12+x^4*y^0+x^4*y^12	8	css		
392	104	110	3210.2041	49	4	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	x^0*y^0+x^0*y^2+x^32*y^0+x^32*y^2	8	css		
360	104	99	2831.4000	10	18	x^0*y^0+x^0*y^10+x^6*y^0+x^6*y^10	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
368	104	100	2826.0870	8	23	x^0*y^0+x^0*y^5+x^6*y^0+x^6*y^5	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10	8	css		
384	104	101	2762.7708	24	8	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	8	css		
288	104	86	2670.7778	3	48	x^0*y^0+x^0*y^34+x^1*y^0+x^1*y^34	x^0*y^0+x^0*y^20+x^2*y^0+x^2*y^20	8	css		
300	104	87	2623.9200	3	50	x^0*y^0+x^0*y^23+x^1*y^0+x^1*y^23	x^0*y^0+x^0*y^46+x^2*y^0+x^2*y^46	8	css		
320	104	87	2459.9250	4	40	x^0*y^0+x^0*y^28+x^3*y^0+x^3*y^28	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
264	104	78	2396.7273	11	12	x^0*y^0+x^0*y^8+x^8*y^0+x^8*y^8	x^0*y^0+x^0*y^4+x^5*y^0+x^5*y^4	8	css		
204	104	64	2088.1569	51	2	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1		4	css		
200	104	62	1998.8800	2	50	x^0*y^0+x^0*y^14+x^1*y^0+x^1*y^14		4	css		
192	104	54	1579.5000	4	24	x^0*y^0+x^0*y^22+x^2*y^0+x^2*y^22		4	css		
902	102	215	5227.2173	11	41	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
960	102	213	4820.4563	40	12	x^0*y^0+x^0*y^5+x^13*y^0+x^13*y^5	x^0*y^0+x^0*y^10+x^26*y^0+x^26*y^10	8	css		
774	102	191	4807.5736	9	43	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	x^0*y^0+x^0*y^28+x^8*y^0+x^8*y^28	8	css		
840	102	187	4246.2357	42	10	x^0*y^0+x^0*y^1+x^31*y^0+x^31*y^1	x^0*y^0+x^0*y^2+x^20*y^0+x^20*y^2	8	css		
816	102	184	4232.0000	51	8	x^0*y^3+x^0*y^7+x^36*y^0+x^36*y^3	x^0*y^0+x^0*y^7+x^21*y^0+x^21*y^6	8	css		
630	102	157	3990.7905	7	45	x^0*y^0+x^0*y^23+x^3*y^0+x^3*y^23	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1	8	css		
552	102	146	3938.8261	6	46	x^0*y^0+x^0*y^5+x^1*y^0+x^1*y^5	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
704	102	161	3755.5994	44	8	x^0*y^0+x^0*y^1+x^35*y^0+x^35*y^1	x^0*y^0+x^0*y^2+x^26*y^0+x^26*y^2	8	css		
470	102	129	3611.4511	47	5	x^0*y^0+x^0*y^1+x^15*y^0+x^15*y^1	x^0*y^0+x^0*y^2+x^30*y^0+x^30*y^2	8	css		
612	102	146	3552.6667	51	6	x^0*y^4+x^0*y^5+x^39*y^0+x^39*y^4	x^0*y^0+x^0*y^3+x^27*y^0+x^27*y^2	8	css		
462	102	118	3074.1299	33	7	x^0*y^0+x^0*y^6+x^18*y^0+x^18*y^6	x^0*y^0+x^0*y^5+x^3*y^0+x^3*y^5	8	css		
480	102	120	3060.0000	8	30	x^0*y^0+x^0*y^9+x^1*y^0+x^1*y^9	x^0*y^0+x^0*y^18+x^2*y^0+x^2*y^18	8	css		
486	102	120	3022.2222	9	27	x^0*y^0+x^0*y^21+x^5*y^0+x^5*y^21	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15	8	css		
390	102	107	2994.3538	5	39	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	8	css		
432	102	108	2754.0000	36	6	x^0*y^0+x^0*y^1+x^21*y^0+x^21*y^1	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
294	102	89	2748.1020	49	3	x^0*y^0+x^0*y^1+x^29*y^0+x^29*y^1	x^0*y^0+x^0*y^2+x^9*y^0+x^9*y^2	8	css		
336	102	94	2682.3571	42	4	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
384	102	100	2656.2500	4	48	x^0*y^0+x^0*y^11+x^1*y^0+x^1*y^11	x^0*y^0+x^0*y^22+x^2*y^0+x^2*y^22	8	css		
270	102	83	2602.5111	45	3	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	x^0*y^0+x^0*y^1+x^12*y^0+x^12*y^1	8	css		
192	102	60	1912.5000	6	16	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^1		4	css		
200	102	59	1775.3100	2	50	x^0*y^0+x^0*y^31+x^1*y^0+x^1*y^31		4	css		
988	100	233	5494.8381	13	38	x^0*y^0+x^0*y^23+x^10*y^0+x^10*y^23	x^0*y^0+x^0*y^8+x^7*y^0+x^7*y^8	8	css		
936	100	216	4984.6154	12	39	x^0*y^0+x^0*y^29+x^5*y^0+x^5*y^29	x^0*y^0+x^0*y^19+x^10*y^0+x^10*y^19	8	css		
880	100	204	4729.0909	11	40	x^0*y^0+x^0*y^13+x^7*y^0+x^7*y^13	x^0*y^0+x^0*y^26+x^3*y^0+x^3*y^26	8	css		
820	100	195	4637.1951	10	41	x^0*y^0+x^0*y^23+x^1*y^0+x^1*y^23	x^0*y^0+x^0*y^5+x^2*y^0+x^2*y^5	8	css		
756	100	176	4097.3545	9	42	x^0*y^0+x^0*y^29+x^1*y^0+x^1*y^29	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
616	100	158	4052.5974	7	44	x^0*y^0+x^0*y^25+x^4*y^0+x^4*y^25	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	8	css		
660	100	163	4025.6061	22	15	x^0*y^0+x^0*y^14+x^14*y^0+x^14*y^14	x^0*y^0+x^0*y^13+x^6*y^0+x^6*y^13	8	css		
700	100	166	3936.5714	50	7	x^0*y^0+x^0*y^6+x^35*y^0+x^35*y^6	x^0*y^0+x^0*y^5+x^20*y^0+x^20*y^4	8	css		
676	100	160	3786.9822	26	13	x^0*y^0+x^0*y^12+x^16*y^0+x^16*y^12	x^0*y^0+x^0*y^11+x^6*y^0+x^6*y^11	8	css		
672	100	159	3762.0536	28	12	x^0*y^0+x^0*y^5+x^22*y^0+x^22*y^5	x^0*y^0+x^0*y^10+x^16*y^0+x^16*y^10	8	css		
688	100	160	3720.9302	8	43	x^0*y^0+x^0*y^33+x^7*y^0+x^7*y^33	x^0*y^0+x^0*y^23+x^6*y^0+x^6*y^23	8	css		
640	100	152	3610.0000	16	20	x^0*y^0+x^0*y^18+x^7*y^0+x^7*y^18	x^0*y^0+x^0*y^16+x^14*y^0+x^14*y^16	8	css		
612	100	148	3579.0850	9	34	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12	8	css		
576	100	143	3550.1736	16	18	x^0*y^0+x^0*y^13+x^2*y^0+x^2*y^13	x^0*y^0+x^0*y^8+x^4*y^0+x^4*y^8	8	css		
460	100	127	3506.3043	46	5	x^0*y^0+x^0*y^4+x^45*y^0+x^45*y^4	x^0*y^0+x^0*y^3+x^44*y^0+x^44*y^3	8	css		
532	100	134	3375.1880	14	19	x^0*y^0+x^0*y^16+x^4*y^0+x^4*y^16	x^0*y^0+x^0*y^13+x^8*y^0+x^8*y^13	8	css		
540	100	131	3177.9630	6	45	x^0*y^0+x^0*y^13+x^1*y^0+x^1*y^13	x^0*y^0+x^0*y^26+x^2*y^0+x^2*y^26	8	css		
420	100	115	3148.8095	10	21	x^0*y^0+x^0*y^17+x^8*y^0+x^8*y^17	x^0*y^0+x^0*y^13+x^6*y^0+x^6*y^13	8	css		
376	100	104	2876.5957	4	47	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
352	100	94	2510.2273	8	22	x^0*y^0+x^0*y^13+x^6*y^0+x^6*y^13	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
288	100	85	2508.6806	48	3	x^0*y^0+x^0*y^1+x^17*y^0+x^17*y^1	x^0*y^0+x^0*y^2+x^34*y^0+x^34*y^2	8	css		
276	100	83	2496.0145	3	46	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	8	css		
280	100	83	2460.3571	20	7	x^0*y^0+x^0*y^4+x^15*y^0+x^15*y^4	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	8	css		
300	100	82	2241.3333	6	25	x^0*y^0+x^0*y^15+x^5*y^0+x^5*y^15	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5	8	css		
240	100	69	1983.7500	8	15	x^0*y^0+x^0*y^10+x^5*y^0+x^5*y^10	x^0*y^0+x^0*y^5+x^2*y^0+x^2*y^5	8	css		
180	100	58	1868.8889	30	3	x^0*y^0+x^0*y^2+x^20*y^0+x^20*y^2	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	8	css		
196	100	60	1836.7347	2	49	x^0*y^0+x^0*y^18+x^1*y^0+x^1*y^18		4	css		
160	100	53	1755.6250	10	8	x^0*y^0+x^0*y^6+x^5*y^0+x^5*y^6		4	css		
192	100	58	1752.0833	2	48	x^0*y^0+x^0*y^34+x^1*y^0+x^1*y^34		4	css		
400	100	83	1722.2500	50	4	x^0*y^2+x^0*y^3+x^30*y^0+x^30*y^2		4	css		
962	98	227	5249.3160	37	13	x^0*y^0+x^0*y^4+x^24*y^0+x^24*y^4	x^0*y^0+x^0*y^8+x^11*y^0+x^11*y^8	8	css		
912	98	215	4967.1601	38	12	x^0*y^0+x^0*y^7+x^15*y^0+x^15*y^7	x^0*y^0+x^0*y^2+x^30*y^0+x^30*y^2	8	css		
858	98	203	4706.8555	11	39	x^0*y^0+x^0*y^7+x^8*y^0+x^8*y^7	x^0*y^0+x^0*y^14+x^5*y^0+x^5*y^14	8	css		
738	98	181	4350.3767	9	41	x^0*y^0+x^0*y^19+x^8*y^0+x^8*y^19	x^0*y^0+x^0*y^38+x^7*y^0+x^7*y^38	8	css		
672	98	164	3922.3333	42	8	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1	x^0*y^0+x^0*y^2+x^26*y^0+x^26*y^2	8	css		
602	98	153	3810.7674	7	43	x^0*y^0+x^0*y^12+x^1*y^0+x^1*y^12	x^0*y^0+x^0*y^24+x^2*y^0+x^2*y^24	8	css		
528	98	133	3283.1856	6	44	x^0*y^0+x^0*y^7+x^5*y^0+x^5*y^7	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	8	css		
450	98	119	3083.9511	45	5	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	8	css		
368	98	99	2610.0489	46	4	x^0*y^0+x^0*y^3+x^45*y^0+x^45*y^3	x^0*y^0+x^0*y^2+x^44*y^0+x^44*y^2	8	css		
282	98	83	2394.0496	47	3	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	8	css		
210	98	66	2032.8000	35	3	x^0*y^0+x^0*y^1+x^21*y^0+x^21*y^1	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	8	css		
392	98	89	1980.2500	49	4	x^0*y^0+x^0*y^3+x^29*y^0+x^29*y^2		4	css		
168	98	56	1829.3333	42	2	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1		4	css		
192	98	59	1776.7604	2	48	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1		4	css		
936	96	213	4653.2308	13	36	x^0*y^0+x^0*y^13+x^8*y^0+x^8*y^13	x^0*y^0+x^0*y^26+x^3*y^0+x^3*y^26	8	css		
888	96	207	4632.3243	37	12	x^0*y^0+x^0*y^1+x^34*y^0+x^34*y^1	x^0*y^0+x^0*y^2+x^31*y^0+x^31*y^2	8	css		
864	96	198	4356.0000	36	12	x^0*y^0+x^0*y^10+x^0*y^11	x^0*y^0+x^12*y^0+x^24*y^0	6	css		
836	96	189	4101.9330	38	11	x^0*y^0+x^0*y^10+x^37*y^0+x^37*y^10	x^0*y^0+x^0*y^9+x^36*y^0+x^36*y^9	8	css		
980	96	204	4076.6694	14	35	x^0*y^0+x^0*y^32+x^13*y^0+x^13*y^32	x^0*y^0+x^0*y^29+x^12*y^0+x^12*y^29	8	css		
656	96	165	3984.1463	41	8	x^0*y^0+x^0*y^3+x^22*y^0+x^22*y^3	x^0*y^0+x^0*y^6+x^3*y^0+x^3*y^6	8	css		
720	96	168	3763.2000	9	40	x^0*y^0+x^0*y^9+x^2*y^0+x^2*y^9	x^0*y^0+x^0*y^18+x^4*y^0+x^4*y^18	8	css		
648	96	156	3605.3333	54	6	x^0*y^0+x^0*y^2+x^0*y^4	x^0*y^0+x^6*y^0+x^12*y^0	6	css		
780	96	171	3598.8923	10	39	x^0*y^0+x^0*y^34+x^1*y^0+x^1*y^34	x^0*y^0+x^0*y^29+x^2*y^0+x^2*y^29	8	css		
588	96	147	3528.0000	42	7	x^0*y^0+x^0*y^6+x^23*y^0+x^23*y^6	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5	8	css		
624	96	149	3415.5385	24	13	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6	8	css		
576	96	143	3408.1667	9	32	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	x^0*y^0+x^0*y^28+x^8*y^0+x^8*y^28	8	css		
600	96	144	3317.7600	30	10	x^0*y^0+x^0*y^9+x^14*y^0+x^14*y^9	x^0*y^0+x^0*y^8+x^28*y^0+x^28*y^8	8	css		
432	96	122	3307.5556	6	36	x^0*y^0+x^0*y^12+x^0*y^24	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
516	96	133	3290.9767	6	43	x^0*y^0+x^0*y^36+x^5*y^0+x^5*y^36	x^0*y^0+x^0*y^29+x^4*y^0+x^4*y^29	8	css		
440	96	121	3194.4000	44	5	x^0*y^0+x^0*y^4+x^15*y^0+x^15*y^4	x^0*y^0+x^0*y^3+x^30*y^0+x^30*y^3	8	css		
504	96	129	3169.7143	36	7	x^0*y^0+x^0*y^1+x^34*y^0+x^34*y^1	x^0*y^0+x^0*y^2+x^32*y^0+x^32*y^2	8	css		
544	96	133	3121.5882	34	8	x^0*y^0+x^0*y^3+x^30*y^0+x^30*y^3	x^0*y^0+x^0*y^6+x^26*y^0+x^26*y^6	8	css		
456	96	118	2931.3684	6	38	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12	8	css		
216	96	80	2844.4444	3	36	x^0*y^0+x^0*y^12+x^0*y^24	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
616	96	134	2798.3377	28	11	x^0*y^0+x^0*y^4+x^26*y^0+x^26*y^4	x^0*y^0+x^0*y^8+x^24*y^0+x^24*y^8	8	css		
400	96	106	2696.6400	20	10	x^0*y^0+x^0*y^6+x^3*y^0+x^3*y^6	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
420	96	107	2616.9143	30	7	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
396	96	103	2571.8788	18	11	x^0*y^0+x^0*y^7+x^3*y^0+x^3*y^7	x^0*y^0+x^0*y^3+x^6*y^0+x^6*y^3	8	css		
360	96	98	2561.0667	45	4	x^0*y^0+x^0*y^1+x^28*y^0+x^28*y^1	x^0*y^0+x^0*y^2+x^11*y^0+x^11*y^2	8	css		
320	96	91	2484.3000	20	8	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	x^0*y^0+x^0*y^2+x^12*y^0+x^12*y^2	8	css		
264	96	82	2445.0909	44	3	x^0*y^0+x^0*y^1+x^26*y^0+x^26*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
336	96	90	2314.2857	42	4	x^0*y^0+x^0*y^3+x^8*y^0+x^8*y^3	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	8	css		
276	96	81	2282.0870	3	46	x^0*y^0+x^0*y^11+x^1*y^0+x^1*y^11	x^0*y^0+x^0*y^22+x^2*y^0+x^2*y^22	8	css		
312	96	86	2275.6923	39	4	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
384	96	92	2116.0000	4	48	x^0*y^0+x^0*y^27+x^2*y^27+x^3*y^0		4	css		
252	96	74	2086.0952	3	42	x^0*y^0+x^0*y^9+x^1*y^0+x^1*y^9	x^0*y^0+x^0*y^18+x^2*y^0+x^2*y^18	8	css		
288	96	78	2028.0000	18	8	x^0*y^0+x^0*y^6+x^16*y^0+x^16*y^6	x^0*y^0+x^0*y^4+x^14*y^0+x^14*y^4	8	css		
